,StudentID,Year,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15
891,220452,08,8CARE,8PD,8FOD,8MDNW,8MDNM,8MUS,8DTE,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
893,220455,08,8CARE,8PD,8DTE,8FOD,8MDNW,8ART,8MDNM,8MUS,8ENG,8HUM,8MTH,8SCI,8HPE,8ITA,
894,220456,08,8CARE,8PD,8DTE,8FOD,8ART,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
895,220458,08,8CARE,8PD,8FOD,8MDNM,8DRA,8MUS,8DTE,8MDNW,8ENG,8HPE,8HUM,8ITA,8MTH,8SCI,
899,220462,08,8CARE,8PD,8ART,8MUS,8FOD,8MDNW,8DTE,8DRA,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
900,220463,08,8CARE,8PD,SU1ENG,SU1FD,SU1HUM,SU1MTH,SU1MUS,SU1SCI,SWDPE,SU1DTE,,,,,
901,220464,08,8CARE,8PD,8FOD,8MDNW,8DTE,8MUS,8ART,8DPD,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
902,220465,08,8CARE,8PD,8ART,8FOD,8DTE,8DPD,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
903,220466,08,8CARE,8PD,8FOD,8MDNM,8DTE,8MUS,8ART,8DAN,8DRA,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI
904,220468,08,8CARE,8PD,8DTE,8MDNW,8FOD,8MDNM,8DPD,8MUS,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA
910,220477,08,8CARE,9PD,SC1ARTS,SC1DT,SC1ENG,SC1HUM,SC1MTH,SC1SCI,SWDPE,SC1FD,SC1MUS,,,,
915,220482,08,8CARE,8PD,8MDNM,8MUS,8DTE,8MDNW,8FOD,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
917,220485,08,8CARE,8EALB,8PD,8FOD,8DTE,8MUS,8ART,8EALA,8HPE,8HUM,8MTH,8SCI,8ENG,,
918,220486,08,8CARE,8PD,8DAN,8MUS,8FOD,8MDNM,8DTE,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,8ITA,
923,220491,08,8CARE,8PD,8DTE,8ART,8MDNW,8DPD,8FOD,8ENG,8HPE,8HUM,8MTH,8SCI,,,
925,220494,08,8CARE,8LITAF,8PD,8DTE,8FOD,8MDNW,8ENG,8HPE,8HUM,8MTH,8SCI,,,,
930,220499,08,8CARE,8EALB,8PD,8DTE,8ART,8ENG,8HPE,8HUM,8MTH,8SCI,,,,,
